nombre,sexo,edad,tamaño,especie,descripcion,protectora,ubicación,peso,nivel_actividad,mi_historia,url,origen,cluster
Zara,Female,Young,Medium,Dog,"Good at home, Good in the car, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Obedient, Likes to walk",Sofia R.Particular,"La Rioja, España",11 kg,Medium,.urge adopción,https://petshelter.miwuki.com/c/CNxuvD01Lc,miwuki,0
Mara,Female,Adult,Large,Dog,"Good with other dogs, Good with people",Asociación Ladridos VagabundosProtectora,"Granada, España",42 kg,Medium,"Esterilizado: Si Comportamiento con gatos: pendiente Comportamiento con niños: pendiente Comportamiento con otros perros: Bueno Carácter: Tranquila, sociable, miedosa y noble Historia: Esta mama es joven y huidiza pero con el tiempo y con cariño estamos seguros de que sera una perra formidable. LLevaba toda su vida en la calle, pariendo sin parar, nos costó mucho tiempo poder cogerla. Todos sus cachorros ya han sido adoptados, ahora falta ella por tener suerte.",https://petshelter.miwuki.com/c/CRpnIbw0Sw,miwuki,2
Zeus,Male,Young,Medium,Dog,"Good at home, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Sleepy, Independent, Playful, Likes to walk, Protective",Rakel ..Particular,"Toledo, España",35 kg,Medium,"Perrito negro/marrón chocolate con patitas placas y pecho blanco. 
Muy bueno y obediente
Juguetón y cariñoso. 
Está acostumbrado a estar con niños. 
Es un perro que puede estar dentro o fuera de casa. Ya sea en una finca o en el patio.",https://petshelter.miwuki.com/c/sm2xdQrQiu,miwuki,0
Bongo,Male,Young,Medium,Dog,"Good with other dogs, Affectionate",Huellitas en el CorazónProtectora,"Guanajuato, México",32 kg,High,"Perrito muy activo y muy cariñoso, le encanta jugar y brincar Pelo corto color beige, negro y blanco. No comparte su comida con otros perros. Se entrega desparacitado, esterilizado externa e internamente y vacunado contra la rabia.",https://petshelter.miwuki.com/c/5RLDnqPKaN,miwuki,2
Tizón,Male,Adult,Medium,Dog,"Good at home, Good in the car, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Playful, Likes to walk",Miguel Ángel R.Particular,"Madrid, España",26 kg,High,"Mi perro es un cruce de labrador con dálmata. Es un perro precioso. Muy bueno que le encanta la compañía y jugar. No es problemático y es muy sociable. 
Le encanta jugar a la pelota.
Debo de darle en adopción ante la imposibilidad de tenerle en casa. En mi actual residencia no nos dejan tener animales y actualmente lo tengo en casa de mis padres, pero de manera temporal, ya que ellos se cambian de residencia en breve 
Busco a alguien que quiera tenerlo, cuidarlo y quererlo.
Me cuesta mucho separarme de él pero no tengo otra opción.",https://petshelter.miwuki.com/c/0M3q21G4S7,miwuki,0
Lua,Female,Adult,Medium,Dog,"Good at home, Good in the car, Good with children, Good with other dogs, Good with people, Likes company, Independent, Likes to walk",Ricardo R.Particular,"Madrid, España",16 kg,Low,Historia no disponible,https://petshelter.miwuki.com/c/92uCFuyIMx,miwuki,0
Erwin,Male,Senior,Medium,Dog,"Good in the car, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Sleepy, Likes to walk",Patitas por MadridProtectora,"Madrid, España",25 kg,Undetermined,"ERWIN es un espectacular Pastor Aleman rescatado de la perrera . Ha sido tratado de Filaria . Es un animal cariñoso y tranquilo , muy apegado a los humanos y sociable con otros perros . Es un senior que busca una última oportunidad de vida para ser feliz de nuevo .",https://petshelter.miwuki.com/c/VdYZNIAzOB,miwuki,0
Agus,Male,Young,Medium,Dog,"Good in the car, Good with other dogs, Good with people, Affectionate, Likes company, Playful",Apa la caneraProtectora,"Valencia, España",25 kg,Medium,"Hemos sacado a Agus y sus 2 hermanos de una perrera donde sus vidas corrían peligro inminente. Los 3 tenían muchísimo miedo al ser humano y se escondían en cuanto alguien se acercaba a ellos.
Agus y sus hermanos Fabio y Gabi han tenido que  aprender a confiar en el hombre y podemos decir que después de 1 mes, estos 3 perritos son ya súper cariñosos! 
Agus pide mimos y quiere a toda costa quedarse en tu regazo. Muy mimoso, juguetón y sociable con todos los demás perros, Agus es un perro ideal!",https://petshelter.miwuki.com/c/KbNBvIPfIn,miwuki,0
Chapy,Male,Senior,Small,Dog,Descripción no disponible,DogHorseCityProtectora,"Toledo, España",0 kg,Undetermined,"♥️🐾CHAPY, mestizo salchipitt en cartilla cruce bullterrier nacido aprox en noviembre 2011. 
""Soy suuuper Chapy. Me encanta relucir mi curioso cuerpecillo y hacerme notar allá por donde voy. 
Llevaba muchos años esperando una familia, pero un cartel en la puerta decía que yo podía morder si entraban. Es algo de lo que me arrepiento, apenas era un jovenzuelo rebelde sin nada mejor que hacer. Pero yo creo que no era pa tanto. 

Desde que estoy en el refugio noto cambios en mi forma de ser. Los voluntarios me están ayudando a confiar en las personas. Aunque a veces me enfado un poco aún, estoy aprendiendo a controlar mis arrebatos y a evitar discusiones.

Me ha costado un poco por como me trataban hace un tiempo. Pero sé que para encontrar una familia debo sacar mi parte tierna... ¡¡Y ya la estoy descubriendo!! 
Por eso escribo este adorable mensaje, para enviarla al receptor que quiera conocerme y disfrutar de mi entrañable compañía.

En verdad soy un cacho pan, solo tienes que conocerme y confiar en mi evolución. Soy muy muy agradecido, tierno y juguetón. Me encanta dar paseos divertidos, conocer a otros perretes y retozar de alegría en la tierra.

Los perros del refugio son majos. A veces me cuesta la convivencia, ya que estaba acostumbrado a vivir solo. Pero en verdad, me está empezando a gustar esto de compartir.

Sólo pido una oportunidad para enamorarte. Y demostrar que escogerme será la mejor opción ... ¿Te atreverías a ser feliz a mi lado? "" 🖤",https://petshelter.miwuki.com/c/p0LxkeywWR,miwuki,5
Toffee/lola,Female,Young,Medium,Dog,"Good with people, Affectionate",NUEVAVIDA-AdopcionesProtectora,"Madrid, España",0 kg,High,"Toffee ya es una señorita, la adoptaron de cachorro, pero la han devuelto. Busca un hogar que la cuide y que la de actividad. Conoce más sobre ella en http://nuevavida-adopciones.org/ficha-8656.",https://petshelter.miwuki.com/c/0DCvlqdsvF,miwuki,2
Emi,Female,Unknown,Medium,Dog,Descripción no disponible,Proyecto Pro Animal de Victoria ACProtectora,"Tamaulipas, México",0 kg,Undetermined,Historia no disponible,https://petshelter.miwuki.com/c/xfQwCvl3FC,miwuki,5
Harper,Male,Unknown,Medium,Dog,"Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Playful",SuperppperrosProtectora,"Murcia, España",0 kg,Medium,"Harper fue rescatado en muy malas condiciones el 2 de julio de 2022. Tenía una dermatitis bestial sin tratar desde hacía mucho tiempo, un quiste en el ojo y muy delgado. Apenas tenía un año de vida 😞 Lo operamos del ojo, resultó ser un quiste benigno, le tratamos la dermatitis y hoy por hoy está perfecto, salvo que en este año con nosotras no ha encontrado aún una familia...

¡Es un perrazo! Cariñoso, alegre, tierno, obediente, inteligente, súper sociable con humanos y perros. Adora jugar con Brisca, cualquier juguete con el que pueda divertirse y la compañía humana. Se lleva genial con todo tipo de perros, es colega de todo el mundo y sabe presentarse muy bien dependiendo del perro que sea, es cauteloso, pero atrevido. Se bloquea un poco en el paseo porque sigue aprendiendo cada día un montón de cosas. Pero es que es, ¡perfecto!

¿Cuál es su problema? Su raza. Eso le hace invisible y no es justo. Merece una familia donde ser amado, dejar la jaula en el olvido y ser feliz.",https://petshelter.miwuki.com/c/g8eF7Au3Rq,miwuki,2
Cachorr@D,Unknown,Puppy,Unknown,Dog,"Good at home, Good in the car, Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Good temperament, Affectionate, Likes company, Playful, Obedient, Likes to walk",Juan R.Particular,"Barcelona, España",kg,Undetermined,Cachorros de bordel collie buscando casa 1 macho lo demás hembras,https://petshelter.miwuki.com/c/XfVw65vzBR,miwuki,0
Leeloo,Female,Young,Large,Dog,"Good with children, Good with other dogs, Good with people, Affectionate, Independent, Obedient, Protective",Alicali Rescatistas IndependientesProtectora,"Ciudad de México, México",0 kg,Medium,"Leeloo es una perra increíble, ama jugar pelota y corre como caballito...tiene entrenamiento básico de obediencia, sabe caminar con su correa sin problema. Es un tanto independiente, así que casi no convive con otros perros, los que si no les gusta son los gatos. A mi gustaría fuera hija única, pero sé que con constancia y paciencia en determinado tiempo, se podrá acoplar perfecto a una manad, siempre y cuando tenga como familia buenos líderes que sepan guiarla y corregirla cuando lo necesite, para que todos puedan convivir en equilibrio. Son ya 5 años buscando un hogar y familia para ella, todos mis perros rescatados se han adoptado, pero no entiendo porque con Leeloo nos hemos tardado tanto, la amo tanto, pero es por su bien tener su propia casa, su familia, su espacio, sus hermanos humanos y perrunos para que ella sea más feliz que nunca.",https://petshelter.miwuki.com/c/4VhKr4KCD0,miwuki,2
Emilio,Male,Young,Unknown,Dog,"Good temperament, Likes company",CANTILEROSProtectora,"Madrid, España",0 kg,Undetermined,Historia no disponible,https://petshelter.miwuki.com/c/9CBBNDZ6od,miwuki,0
Roki,Male,Young,Small,Dog,"Good with other dogs, Good with people, Likes company, Playful, Likes to walk",Gema del Carmen A.Particular,"Ciudad de México, México",4 kg,Medium,"soy un perro jugueton y gruñón a la vez,pero no muerdo solo k me hagan maldades,antes me sacaban hacer del baño pero desde k mi mamá humana tuvo a su bebe ya no nos pudo sacar y ahora me hago en el la casa pero me gusta mucho que me saques a pasear,me dan en adopción por que mi mamá se va a cambiar de casa y no le admiten perros,ella es buena pero x más k insistió no la dejaron k nos llevara,me dan de comer en la mañana y en la noches aun me faltan vacunas aun no me esterilizar,espero encontrar un lindo hogar para k mi mamá humana se kede trankila",https://petshelter.miwuki.com/c/Wpi0BOAEEX,miwuki,0
Igor,Male,Puppy,Medium,Dog,"Good at home, Good in the car, Good with children, Good with other animals, Good with people, Good temperament, Affectionate, Likes company, Sleepy, Playful, Obedient, Likes to walk",El Hogar De MikaProtectora,"Barcelona, España",kg,Undetermined,Recogido de una zona rural. Es un cachorron aún muy bueno aunque al principio es asustadizo con personas que no conoce. Convive con otros perros en un sitio muy peuqeño. Nos urge mucho encontrar buenas familias para ellos,https://petshelter.miwuki.com/c/mZclG3KQP3,miwuki,0
Harry,Male,Young,Medium,Dog,"Good at home, Good in the car, Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Playful, Likes to walk",Alma Delia R.Particular,"Ciudad de México, México",267 kg,High,"Golden Retriever, color dorado",https://petshelter.miwuki.com/c/X0vfaVb2Sz,miwuki,0
Monea,Female,Adult,Large,Dog,"Good at home, Good in the car, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Sleepy, Playful, Likes to walk, Protective",Peludos los PedrochesProtectora,"Córdoba, España",40 kg,High,Es una perra muy tranquila que solo quiere dar y recibir amor. Es sociable con los animales. Fue abandona a su suerte y gracias a que la encontramos esta estupenda y esperando esa familia que tanto desea,https://petshelter.miwuki.com/c/UTvGRWcpOU,miwuki,0
Comotú,Male,Adult,Small,Dog,"Comotú es un precioso perrito, su dueño está en el hospital con una enfermedad grave que no va a superar y se queda solo, Es un perrito sociable y cariñoso que necesita un hogar o acogida urgente. Mi/Ja
Ref. (SKU): 13618
Categoría Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13618,nuevavida,3
Bill/Trasto,Male,Adult,Small,Dog,"Necesita casa de acogida temporal.
Te animas? Sólo necesita una casita hasta su adopción.
Lo de Bill (ahora Trasto) fue una adopción doble junto a su hermana Alma (ahora Kyra), pero nunca se sabe lo que te deparará el futuro y al final ambos han tenido que volver con nosotros... Los dos están en la misma residencia. Es muy bueno y obediente, y se lleva bien con todo el mundo: personas y perros, disfruta de su compañía. Esperamos y deseamos que muy pronto vuelva a tener y recordar lo que supone vivir en un hogar. Necesita acogida o mucho mejor un hogar definitivo para rehacer su vida. Lo/M
Ref. (SKU): 10140
Categorías Necesita acogida, Todos los perros en adopción
Etiquetas 10136, 10140, guarderia
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-10140,nuevavida,3
Ganna,Female,Puppy,Medium,Dog,"Ganna fue recogida de una familia que no la quería. Sus otros hermanos se han ido a otra protectora. Mi/Alm
Ref. (SKU): 13617
Categoría Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13617,nuevavida,4
Zirta,Female,Puppy,Small,Dog,"Necesita casa de acogida temporal.
Te animas? Sólo necesita una casita hasta su adopción.
Karin y Zirta son dos cachorritas recogidas de la calle como tantos otros. Mi/Ja
Ref. (SKU): 13616
Categorías Necesita acogida, Todos los perros en adopción
Etiquetas 13615, 13616
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13616,nuevavida,4
Karin,Female,Puppy,Small,Dog,"Necesita casa de acogida temporal.
Te animas? Sólo necesita una casita hasta su adopción.
Karin y Zirta son dos cachorritas recogidas de la calle como tantos otros. Mi/Ja
Ref. (SKU): 13615
Categorías Necesita acogida, Todos los perros en adopción
Etiquetas 13615, 13616
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13615,nuevavida,4
Lía,Female,Puppy,Small,Dog,"Lia ( blanca y negra) y Hada son dos preciosas cachorritas que vienen del sur. Han sido rescatadas por una protectora que nos pidió ayuda y aquí están, en Madrid, en búsqueda de un buen hogar. Mi/M
Ref. (SKU): 13614
Categoría Todos los perros en adopción
Etiquetas 13613, 13614
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13614,nuevavida,4
Hada,Female,Puppy,Small,Dog,"Lia ( blanca y negra) y Hada son dos preciosas cachorritas que vienen del sur. Han sido rescatadas por una protectora que nos pidió ayuda y aquí están, en Madrid, en búsqueda de un buen hogar. Mi/M
Ref. (SKU): 13613
Categoría Todos los perros en adopción
Etiquetas 13613, 13614
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13613,nuevavida,4
Eliot,Male,Adult,Small,Dog,"Hola, soy Eliot, un precioso y simpático perrito. Soy muy muy dulce, bueno, tranquilo con personas y con otros perros. Cuando me encontraron, me salvaron la vida, había sido víctima de un brutal maltrato, me habían dado una paliza tan grande que estuve a punto de morir, aún hoy estoy terminando de reponerme de tamaña salvajada. Busco familia y hogar donde me quieran y cuiden para siempre. Merezco ser feliz, empezar una nueva vida que hasta hace pocos días, ha sido muy dura. Lo/M
Ref. (SKU): 13612
Categoría Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13612,nuevavida,3
Alma/Kyra,Female,Adult,Small,Dog,"Necesita casa de acogida temporal.
Te animas? Sólo necesita una casita hasta su adopción.
Lo de Alma (ahora Kyra) fue una adopción doble junto a su hermano Bill (ahora Trasto), pero nunca se sabe lo que te deparará el futuro y al final ambos han tenido que volver con nosotros... Los dos están en la misma residencia. Es muy buena y cariñosa, se lleva bien con todo el mundo: personas y perros, disfruta de su compañía. Ahora está un poco triste y desubicada pero esperamos y deseamos que muy pronto vuelva a tener y recordar lo que supone vivir en un hogar. Necesita acogida o mucho mejor un hogar definitivo para rehacer su vida. Ma/M
Ref. (SKU): 10136
Categorías Necesita acogida, Todos los perros en adopción
Etiquetas 10136, 10140, guarderia
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-10136,nuevavida,3
Nat,Female,Adult,Large,Dog,"Necesita casa de acogida temporal.
Te animas? Sólo necesita una casita hasta su adopción.
Nat, es una perrita súper buena, cariñosa, tranquila, a la, que la vida le ha dado un revés. Tenía un hogar, era querida, mimada, pero se tiene que marchar a otra casa, buscar otra familia que pueda quererla y mimarla. Su papá humano ha fallecido, la ha dejado huérfana y ya con sus años se ve inmersa en buscar otro hogar. La familia de su papá humano que partió, no pueden hacerse cargo de ella por temas de salud. Nat de forma inmediata e inminente tiene que dejar atrás su vida y empezar una nueva, necesita otra familia definitiva o de momento una casa de acogida donde poder quedarse, ya no la pueden tener más en la que fue su casa. Está acostumbrada a niños. Es muy sociable. Hace sus necesidades fuera. Es obediente y atiende órdenes básicas. Con perritos y gatitos, después castración le cuesta un poquito más llevarse mejor. Por favor, ayúdanos a ayudar a Nat, con su bondad te lo agradecerá el resto de su vida. Si no la puedes adoptar, la puedes acoger temporalmente. Mi/M
Ref. (SKU): 13108
Categorías Necesita acogida, Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13108,nuevavida,3
Polvorilla,Female,Adult,Small,Dog,"Mika, Chola, Polvorilla y Caro pertenecen a una camada no desea de cuatro hermanitos. Necesitan un buen hogar que los cuide. Son tan bebes..Mi/M
Ref. (SKU): 13244
Categorías Destacados, Todos los perros en adopción
Etiquetas 13242, 13243, 13244, 13245
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13244,nuevavida,4
Rosita,Female,Puppy,Large,Dog,"Ref. (SKU): 13234
Categoría Todos los perros en adopción
Etiquetas 13233, 13234
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13234,nuevavida,4
Pepote,Male,Puppy,Large,Dog,"Ref. (SKU): 13233
Categoría Todos los perros en adopción
Etiquetas 13233, 13234
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13233,nuevavida,4
Trufa,Female,Puppy,Large,Dog,"Una mama y sus cachorros están siendo vigilados porque están en un descampado, pero un poquito mas arriba esta la carretera . Necesitamos acogida o adopción para ellos porque dentro de poco, podrán subir donde se encuentra la carretera y puede matarlos un coche. Mi/Alm
Ref. (SKU): 13565
Categorías Cachorros destacados, Todos los perros en adopción
Etiquetas 13563, 13564, 13565, 13566
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13565,nuevavida,3
Yanko,Male,Adult,Medium,Dog,"Necesita casa de acogida temporal.
Te animas? Sólo necesita una casita hasta su adopción.
Yanko era un perrito feliz, pero a su dueño lo han ingresado en estado grave y ya no podrá volver a hacerse cargo de él. Está doblemente triste, por no ver a su dueño y porque se siente abandonado. No hay nadie que pueda hacerse cargo de Yanko, el fin de semana se acerca alguien a ponerle de comer, pero está solito. Es un perrito activo, le gustan los niños, pero no ha tenido contacto con otros perritos, con los gatitos no se lleva bien. Necesita urgente una casa de acogida o un hogar definitivo. Si puede ser casa con patio o terreno mejor. Por favor, ayúdanos a ayudarle. Acoge o adopta a Yanko. Mi/To
Ref. (SKU): 13345
Categorías Necesita acogida, Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13345,nuevavida,3
Jali,Male,Adult,Large,Dog,"Necesita casa de acogida temporal.
Te animas? Sólo necesita una casita hasta su adopción.
Ref. (SKU): 13366
Categorías Necesita acogida, Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13366,nuevavida,4
Osa Mayor,Female,Adult,Giant,Dog,"Osa Mayor es una perrita educada, es juguetona, no muerde cosas, a la hora del paseo no suele tirar aunque sea grande, no hace sus necesidades en casa. Con los niños tiene cuidado y con otros perros muy bien, con gatos también Es muy buena, tranquila, cariñosa. Necesita una familia. La adoptas? Mi/?
Ref. (SKU): 13166
Categoría Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13166,nuevavida,3
Turko,Male,Adult,Medium,Dog,"Turko es un perrito mediano, joven, juguetón y alegre que las pocas veces que sale de paseo es feliz. Necesitamos un hogar para él, que no siga tan triste como está ahora porque no le pueden prestar atención. A falta de acogida le hemos tenido que llevar al albergue. Es muy bueno, se lleva bien con perros, adultos, niños y gatos, se merece volver con una familia que le dé lo que necesita. Mi/M
Ref. (SKU): 13422
Categorías Destacados, Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13422,nuevavida,3
Brandy,Male,Puppy,Small,Dog,"Ref. (SKU): 13609
Categoría Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13609,nuevavida,4
Thor,Male,Adult,Large,Dog,"Ref. (SKU): 11575
Categoría Todos los perros en adopción
Etiquetas 11574, 11575, Ahijad@
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-11575,nuevavida,4
Pecoso,Male,Adult,Medium,Dog,"Necesita casa de acogida temporal.
Te animas? Sólo necesita una casita hasta su adopción.
Rayito, Lunares, Pecoso (machos), Pintitas, Pequitas (hembras) son unos alegres, divertidos y juguetones cachorritos, ue buscan una familia donde crecer felizmente. Les das un hogar? Si no puedes adoptar, ayúdanos a ayudarles, acoge temporalmente. Mi/Alm
Ref. (SKU): 12986
Categorías Necesita acogida, Todos los perros en adopción
Etiquetas 12984, 12985, 12986, 12987, 12988
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-12986,nuevavida,4
Petri,Male,Puppy,Large,Dog,"Nina, Cady, Petry (hembras) y Mocosin, Beny, Carloto, Monchete y Blix (machos) fueron recogidos con su madre por gente con corazón. Buscamos acogida o adopción urgente. Mi/A
Ref. (SKU): 13607
Categoría Todos los perros en adopción
Etiquetas 13600, 13601, 13602, 13603, 13604, 13605, 13606, 13607
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13607,nuevavida,4
Nina,Male,Puppy,Large,Dog,"Nina, Cady, Petry (hembras) y Mocosin, Beny, Carloto, Monchete y Blix (machos) fueron recogidos con su madre por gente con corazón. Buscamos acogida o adopción urgente. Mi/A
Ref. (SKU): 13606
Categoría Todos los perros en adopción
Etiquetas 13600, 13601, 13602, 13603, 13604, 13605, 13606, 13607
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13606,nuevavida,4
Cady,Male,Puppy,Large,Dog,"Nina, Cady, Petry (hembras) y Mocosin, Beny, Carloto, Monchete y Blix (machos) fueron recogidos con su madre por gente con corazón. Buscamos acogida o adopción urgente. Mi/A
Ref. (SKU): 13605
Categorías Cachorros destacados, Todos los perros en adopción
Etiquetas 13600, 13601, 13602, 13603, 13604, 13605, 13606, 13607
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13605,nuevavida,4
Beny,Male,Puppy,Large,Dog,"Nina, Cady, Petry (hembras) y Mocosin, Beny, Carloto, Monchete y Blix (machos) fueron recogidos con su madre por gente con corazón. Buscamos acogida o adopción urgente. Mi/A
Ref. (SKU): 13604
Categoría Todos los perros en adopción
Etiquetas 13600, 13601, 13602, 13603, 13604, 13605, 13606, 13607
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13604,nuevavida,4
Carloto,Male,Puppy,Large,Dog,"Nina, Cady, Petry (hembras) y Mocosin, Beny, Carloto, Monchete y Blix (machos) fueron recogidos con su madre por gente con corazón. Buscamos acogida o adopción urgente. Mi/A
Ref. (SKU): 13603
Categoría Todos los perros en adopción
Etiquetas 13600, 13601, 13602, 13603, 13604, 13605, 13606, 13607
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13603,nuevavida,4
